date,open,high,low,close,volume
2022-09-09 00:00:00+00:00,19319.0,19394.0,19296.0,19366.0,41.8484
2022-09-09 01:00:00+00:00,19370.0,19388.0,19330.0,19339.0,24.3733
2022-09-09 02:00:00+00:00,19340.0,19449.0,19340.0,19398.0,207.2635
2022-09-09 03:00:00+00:00,19400.0,19968.0,19398.0,19948.0,584.0211
2022-09-09 04:00:00+00:00,19948.0,20460.0,19938.0,20366.0,759.0193
2022-09-09 05:00:00+00:00,20367.0,20700.0,20351.0,20531.0,525.9634
2022-09-09 06:00:00+00:00,20539.0,20824.0,20491.0,20693.0,144.094
2022-09-09 07:00:00+00:00,20698.0,20769.0,20598.0,20634.0,124.1645
2022-09-09 08:00:00+00:00,20636.0,20963.0,20632.0,20778.0,169.2769
2022-09-09 09:00:00+00:00,20786.0,20796.0,20646.0,20754.0,136.9729
